Mon Sep  2 18:04:27 2024    profiler_stats.prof

         4895102 function calls (4595255 primitive calls) in 5.436 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.012    0.001 ssa.py:84(_fix_ssa_vars)
     1645    0.002    0.000    0.012    0.000 values.py:1104(__init__)
       76    0.000    0.000    0.012    0.000 module.py:207(clone)
       30    0.000    0.000    0.012    0.000 errors.py:609(__init__)
       34    0.000    0.000    0.012    0.000 ssa.py:176(_run_block_analysis)
      134    0.001    0.000    0.012    0.000 context.py:744(load_additional_registries)
     5608    0.011    0.000    0.012    0.000 numpy_support.py:339(ufunc_can_cast)
        8    0.000    0.000    0.012    0.001 numbers.py:1343(literal_int_to_boolean)
      467    0.000    0.000    0.012    0.000 passmanagers.py:751(finalize)
     1040    0.001    0.000    0.012    0.000 compiler_lock.py:19(__enter__)
     1372    0.001    0.000    0.012    0.000 inline_closurecall.py:1616(list_var_used)
        8    0.000    0.000    0.012    0.001 base.py:737(is_true)
  303/302    0.000    0.000    0.012    0.000 base.py:500(get_constant_generic)
       33    0.000    0.000    0.012    0.000 builtins.py:959(resolve_hasattr)
     8747    0.006    0.000    0.011    0.000 values.py:564(_get_reference)
      109    0.000    0.000    0.011    0.000 lowering.py:818(_cast_var)
     1206    0.002    0.000    0.011    0.000 context.py:428(install_registry)
     1123    0.002    0.000    0.011    0.000 builder.py:756(load)
     5962    0.006    0.000    0.011    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
      964    0.002    0.000    0.011    0.000 contextlib.py:567(__exit__)
      808    0.003    0.000    0.011    0.000 base.py:352(install_registry)
      723    0.002    0.000    0.011    0.000 byteflow.py:333(dispatch)
      287    0.000    0.000    0.011    0.000 transforms.py:306(yield_loops_with_multiple_backedges)
    12550    0.007    0.000    0.011    0.000 ir.py:1290(find_insts)
      357    0.000    0.000    0.011    0.000 controlflow.py:219(_loops)
    18/16    0.000    0.000    0.011    0.001 consts.py:73(_infer_expr)
      322    0.000    0.000    0.011    0.000 controlflow.py:272(loops)
      544    0.001    0.000    0.011    0.000 pprint.py:247(_pprint_tuple)
     1040    0.001    0.000    0.011    0.000 compiler_lock.py:11(acquire)
      357    0.003    0.000    0.011    0.000 controlflow.py:662(_find_loops)
       52    0.000    0.000    0.011    0.000 passmanagers.py:643(add_target_library_info)
       79    0.000    0.000    0.011    0.000 module.py:109(verify)
    46840    0.009    0.000    0.010    0.000 {method 'add' of 'set' objects}
      638    0.000    0.000    0.010    0.000 instructions.py:175(descr)
      386    0.000    0.000    0.010    0.000 pythonapi.py:1304(_get_function)
      638    0.002    0.000    0.010    0.000 ir.py:589(__repr__)
      824    0.001    0.000    0.010    0.000 controlflow.py:141(process)
     4124    0.004    0.000    0.010    0.000 typeconv.py:40(check_compatible)
     1645    0.001    0.000    0.010    0.000 values.py:979(<genexpr>)
     1181    0.001    0.000    0.010    0.000 ir.py:926(__str__)
       64    0.000    0.000    0.010    0.000 base.py:987(make_helper)
       35    0.002    0.000    0.010    0.000 interpreter.py:1014(peep_hole_fuse_dict_add_updates)
       27    0.000    0.000    0.010    0.000 lowering.py:295(setup_function)
     1316    0.003    0.000    0.010    0.000 numpy_support.py:125(as_dtype)
     1845    0.004    0.000    0.010    0.000 analysis.py:66(fix_point_progress)
      638    0.003    0.000    0.010    0.000 instructions.py:133(_descr)
      136    0.000    0.000    0.010    0.000 compiler_machinery.py:246(finalize)
     2316    0.003    0.000    0.010    0.000 errors.py:489(catch_warnings)
10576/8209    0.004    0.000    0.010    0.000 <frozen abc>:121(__subclasscheck__)
    40625    0.010    0.000    0.010    0.000 {method 'copy' of 'dict' objects}
      824    0.003    0.000    0.010    0.000 controlflow.py:396(_eliminate_dead_blocks)
       33    0.002    0.000    0.010    0.000 ir_utils.py:2316(fixup_var_define_in_scope)
        1    0.000    0.000    0.009    0.009 listobj.py:868(list_append)
      284    0.000    0.000    0.009    0.000 postproc.py:38(cfg)
    73764    0.009    0.000    0.009    0.000 pprint.py:92(__init__)
     1178    0.001    0.000    0.009    0.000 values.py:1123(__str__)
       73    0.000    0.000    0.009    0.000 typeinfer.py:1510(typeof_const)
     20/8    0.000    0.000    0.009    0.001 copy.py:191(_deepcopy_list)
      301    0.001    0.000    0.009    0.000 cgutils.py:929(gep_inbounds)
      216    0.000    0.000    0.009    0.000 callconv.py:161(_get_arg_packer)
      163    0.000    0.000    0.009    0.000 cgutils.py:149(__getattr__)
       12    0.000    0.000    0.009    0.001 functions.py:124(template_info)
      216    0.000    0.000    0.009    0.000 base.py:319(get_arg_packer)
      101    0.000    0.000    0.009    0.000 containers.py:202(__unliteral__)
       12    0.000    0.000    0.009    0.001 templates.py:985(get_template_info)
      318    0.001    0.000    0.009    0.000 cgutils.py:936(gep)
      136    0.004    0.000    0.009    0.000 compiler_machinery.py:370(dependency_analysis)
     1163    0.001    0.000    0.009    0.000 instructions.py:455(__init__)
    77176    0.009    0.000    0.009    0.000 targetconfig.py:38(default)
       69    0.001    0.000    0.009    0.000 untyped_passes.py:182(run_pass)
       27    0.000    0.000    0.009    0.000 codegen.py:1150(create_library)
       27    0.000    0.000    0.009    0.000 codegen.py:643(__init__)
      276    0.000    0.000    0.009    0.000 cgutils.py:142(_get_ptr_by_index)
      216    0.002    0.000    0.009    0.000 packer.py:73(__init__)
       27    0.000    0.000    0.009    0.000 funcdesc.py:187(from_specialized_function)
       27    0.000    0.000    0.009    0.000 funcdesc.py:166(_from_python_function)
      163    0.000    0.000    0.009    0.000 cgutils.py:166(__getitem__)
     7658    0.004    0.000    0.009    0.000 utils.py:515(stream_list)
      161    0.001    0.000    0.009    0.000 instructions.py:215(set_weights)
     1694    0.003    0.000    0.009    0.000 types.py:77(__call__)
      878    0.002    0.000    0.008    0.000 instructions.py:205(descr)
       27    0.000    0.000    0.008    0.000 funcdesc.py:38(__init__)
      620    0.001    0.000    0.008    0.000 ssa.py:269(on_assign)
     1025    0.002    0.000    0.008    0.000 instructions.py:201(__init__)
      121    0.000    0.000    0.008    0.000 cgutils.py:124(_make_refs)
       54    0.000    0.000    0.008    0.000 base.py:284(mangler)
       54    0.000    0.000    0.008    0.000 funcdesc.py:12(default_mangler)
  815/813    0.002    0.000    0.008    0.000 typeinfer.py:1097(add_type)
     1123    0.001    0.000    0.008    0.000 instructions.py:434(__init__)
       54    0.000    0.000    0.008    0.000 itanium_mangler.py:170(mangle)
      104    0.000    0.000    0.008    0.000 containers.py:144(from_types)
       54    0.001    0.000    0.008    0.000 callconv.py:813(decorate_function)
     1846    0.005    0.000    0.008    0.000 functions.py:78(add_error)
       33    0.000    0.000    0.008    0.000 config.py:604(reload_config)
       69    0.002    0.000    0.008    0.000 analysis.py:291(dead_branch_prune)
        2    0.000    0.000    0.008    0.004 tupleobj.py:377(tuple_to_tuple)
       33    0.001    0.000    0.008    0.000 config.py:151(update)
       52    0.000    0.000    0.008    0.000 codegen.py:1258(_pass_manager_builder)
      720    0.003    0.000    0.008    0.000 interpreter.py:1832(store)
       52    0.000    0.000    0.008    0.000 llvm_bindings.py:36(create_pass_manager_builder)
      964    0.001    0.000    0.007    0.000 abstract.py:49(_intern)
    52334    0.007    0.000    0.007    0.000 event.py:148(is_end)
     2817    0.003    0.000    0.007    0.000 target_extension.py:53(get_local_target)
      718    0.001    0.000    0.007    0.000 interpreter.py:1518(_iter_inst)
      683    0.002    0.000    0.007    0.000 ir_utils.py:2211(enforce_no_dels)
        4    0.000    0.000    0.007    0.002 ir.py:1012(infer_constant)
       20    0.000    0.000    0.007    0.000 callconv.py:454(return_user_exc)
       79    0.000    0.000    0.007    0.000 codegen.py:1220(_create_empty_module)
       35    0.000    0.000    0.007    0.000 bytecode.py:407(__init__)
     4606    0.003    0.000    0.007    0.000 <frozen os>:783(encodekey)
10576/8209    0.006    0.000    0.007    0.000 {built-in method _abc._abc_subclasscheck}
     2117    0.004    0.000    0.007    0.000 instructions.py:681(descr)
    34499    0.007    0.000    0.007    0.000 {method 'values' of 'dict' objects}
       12    0.000    0.000    0.007    0.001 templates.py:293(get_source_code_info)
      865    0.001    0.000    0.007    0.000 ssa.py:333(on_assign)
     1163    0.002    0.000    0.007    0.000 instructions.py:459(descr)
      201    0.001    0.000    0.007    0.000 module.py:45(add_metadata)
     2924    0.003    0.000    0.007    0.000 values.py:445(__init__)
       33    0.000    0.000    0.007    0.000 compiler.py:635(define_untyped_pipeline)
     3588    0.002    0.000    0.007    0.000 controlflow.py:103(add_edge)
       12    0.000    0.000    0.007    0.001 inspect.py:1252(getsourcelines)
     4635    0.005    0.000    0.007    0.000 typeinfer.py:916(__getitem__)
       35    0.000    0.000    0.007    0.000 bytecode.py:376(__init__)
      284    0.005    0.000    0.007    0.000 analysis.py:190(compute_live_variables)
        1    0.000    0.000    0.007    0.007 untyped_passes.py:1502(run_pass)
     1025    0.002    0.000    0.007    0.000 values.py:961(append_basic_block)
       81    0.000    0.000    0.007    0.000 callconv.py:801(get_function_type)
      150    0.002    0.000    0.007    0.000 templates.py:188(fold_arguments)
       27    0.000    0.000    0.007    0.000 codegen.py:1278(_check_llvm_bugs)
      817    0.001    0.000    0.007    0.000 builder.py:248(append_basic_block)
      185    0.001    0.000    0.007    0.000 itanium_mangler.py:107(mangle_identifier)
       32    0.001    0.000    0.007    0.000 typeinfer.py:1123(unify)
      388    0.001    0.000    0.007    0.000 typeinfer.py:201(__call__)
    20633    0.005    0.000    0.007    0.000 {built-in method builtins.hasattr}
      628    0.000    0.000    0.006    0.000 ir.py:1179(get)
      174    0.001    0.000    0.006    0.000 context.py:8(get_global_context)
       33    0.000    0.000    0.006    0.000 untyped_passes.py:59(run_pass)
       60    0.000    0.000    0.006    0.000 pythonapi.py:288(err_set_string)
       24    0.000    0.000    0.006    0.000 context.py:342(resolve_module_constants)
     1675    0.004    0.000    0.006    0.000 cpu_options.py:112(_get_values)
        1    0.000    0.000    0.006    0.006 listobj.py:343(resize)
       54    0.000    0.000    0.006    0.000 callconv.py:777(_get_return_status)
        3    0.000    0.000    0.006    0.002 templates.py:1100(method_impl)
      513    0.001    0.000    0.006    0.000 builder.py:568(_icmp)
       79    0.001    0.000    0.006    0.000 targets.py:9(get_process_triple)
     4437    0.004    0.000    0.006    0.000 controlflow.py:383(_dfs)
      427    0.001    0.000    0.006    0.000 controlflow.py:207(_back_edges)
    39776    0.006    0.000    0.006    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.006    0.006 untyped_passes.py:1417(transform)
       97    0.000    0.000    0.006    0.000 containers.py:174(_make_heterogeneous_tuple)
       35    0.001    0.000    0.006    0.000 bytecode.py:268(__init__)
        1    0.000    0.000    0.006    0.006 cpu.py:151(build_list)
        1    0.000    0.000    0.006    0.006 listobj.py:451(build_list)
     8390    0.004    0.000    0.006    0.000 builder.py:351(_insert)
     3564    0.003    0.000    0.006    0.000 target_extension.py:15(__getitem__)
       27    0.000    0.000    0.006    0.000 removerefctpass.py:99(remove_unnecessary_nrt_usage)
        4    0.000    0.000    0.006    0.001 base.py:884(call_internal)
      774    0.001    0.000    0.006    0.000 builder.py:281(goto_entry_block)
       20    0.000    0.000    0.006    0.000 typeinfer.py:720(__call__)
      427    0.003    0.000    0.006    0.000 controlflow.py:579(_find_back_edges)
        1    0.000    0.000    0.006    0.006 listobj.py:315(allocate)
        9    0.000    0.000    0.006    0.001 templates.py:1081(_get_function_type)
       85    0.001    0.000    0.006    0.000 <frozen ntpath>:758(relpath)
      434    0.002    0.000    0.006    0.000 npydecl.py:25(_handle_inputs)
     5234    0.002    0.000    0.005    0.000 types.py:30(__ne__)
      564    0.002    0.000    0.005    0.000 instructions.py:349(__init__)
    16750    0.005    0.000    0.005    0.000 cpu_options.py:123(<genexpr>)
      393    0.001    0.000    0.005    0.000 builder.py:834(cbranch)
      418    0.001    0.000    0.005    0.000 builder.py:738(alloca)
      172    0.000    0.000    0.005    0.000 ffi.py:369(__exit__)
    37809    0.005    0.000    0.005    0.000 abstract.py:96(key)
      485    0.001    0.000    0.005    0.000 builder.py:826(branch)
    16646    0.004    0.000    0.005    0.000 analysis.py:69(<genexpr>)
      807    0.001    0.000    0.005    0.000 cgutils.py:158(__setattr__)
     3588    0.004    0.000    0.005    0.000 controlflow.py:368(_add_edge)
       20    0.000    0.000    0.005    0.000 callconv.py:397(set_static_user_exc)
        1    0.000    0.000    0.005    0.005 listobj.py:227(allocate_ex)
      508    0.003    0.000    0.005    0.000 typeinfer.py:513(fold_arg_vars)
       73    0.000    0.000    0.005    0.000 ir.py:98(_get_path)
     7686    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x00007FFCBA8C48F0}
      333    0.001    0.000    0.005    0.000 contextlib.py:511(enter_context)
      318    0.001    0.000    0.005    0.000 builder.py:922(gep)
     2235    0.001    0.000    0.005    0.000 <frozen _collections_abc>:892(__iter__)
      643    0.001    0.000    0.005    0.000 lowering.py:1442(loadvar)
      878    0.001    0.000    0.005    0.000 compiler_machinery.py:201(add_pass)
       35    0.000    0.000    0.005    0.000 byteflow.py:217(_prune_phis)
       12    0.000    0.000    0.005    0.000 functions.py:214(get_loc)
     1340    0.003    0.000    0.005    0.000 inspect.py:2733(__init__)
       12    0.000    0.000    0.005    0.000 traceback.py:61(extract_tb)
      670    0.001    0.000    0.005    0.000 functools.py:818(dispatch)
      156    0.000    0.000    0.005    0.000 module.py:189(functions)
       12    0.000    0.000    0.005    0.000 traceback.py:399(_extract_from_extended_frame_gen)
       27    0.000    0.000    0.005    0.000 callconv.py:767(return_status_propagate)
       30    0.000    0.000    0.005    0.000 templates.py:401(apply)
     3537    0.001    0.000    0.005    0.000 target_extension.py:121(inherits_from)
     1645    0.002    0.000    0.005    0.000 values.py:1091(_to_list)
     2100    0.001    0.000    0.005    0.000 ir.py:593(<genexpr>)
      296    0.000    0.000    0.005    0.000 models.py:135(contains_nrt_meminfo)
        2    0.000    0.000    0.005    0.002 setobj.py:991(_allocate_payload)
     5050    0.001    0.000    0.005    0.000 templates.py:360(<genexpr>)
        4    0.000    0.000    0.005    0.001 npyimpl.py:478(numpy_ufunc_kernel)
       28    0.001    0.000    0.004    0.000 typed_passes.py:911(_strip_phi_nodes)
        4    0.000    0.000    0.004    0.001 base.py:896(call_internal_no_propagate)
      675    0.001    0.000    0.004    0.000 __init__.py:179(sub)
     1025    0.001    0.000    0.004    0.000 values.py:1154(__init__)
      605    0.000    0.000    0.004    0.000 itanium_mangler.py:63(_escape_string)
     5615    0.003    0.000    0.004    0.000 ir.py:384(__getattr__)
      363    0.001    0.000    0.004    0.000 builder.py:31(wrapped)
       13    0.000    0.000    0.004    0.000 ssa.py:131(_fresh_vars)
       44    0.000    0.000    0.004    0.000 ir.py:91(get_lines)
